age,education,education-num,relationship,race,gender,capital-gain,hours-per-week,income
22, HS-grad,9, Not-in-family, White, Male,0,35,0
47, Prof-school,15, Not-in-family, White, Male,0,60,1
36, Some-college,10, Not-in-family, White, Male,0,40,0
45, HS-grad,9, Husband, White, Male,0,40,0
24, HS-grad,9, Not-in-family, White, Male,0,40,0
23, HS-grad,9, Own-child, White, Male,0,40,0
37, Bachelors,13, Husband, Asian-Pac-Islander, Male,0,40,1
26, Bachelors,13, Not-in-family, White, Male,0,40,0
39, HS-grad,9, Husband, White, Male,0,40,0
47, Some-college,10, Unmarried, Black, Female,0,40,0
49, Some-college,10, Own-child, White, Male,0,40,0
63, HS-grad,9, Husband, White, Male,0,40,1
18, HS-grad,9, Own-child, White, Female,0,27,0
29, Bachelors,13, Unmarried, White, Female,14344,50,1
35, Bachelors,13, Other-relative, White, Male,0,40,0
34, Assoc-voc,11, Husband, White, Male,7688,40,1
43, Bachelors,13, Husband, White, Male,0,40,1
36, Bachelors,13, Not-in-family, White, Male,0,40,0
63, HS-grad,9, Not-in-family, White, Male,0,40,0
35, Assoc-voc,11, Unmarried, White, Female,0,40,1
42, Bachelors,13, Husband, White, Male,7298,40,1
43, HS-grad,9, Not-in-family, White, Male,0,20,0
26, HS-grad,9, Unmarried, White, Female,0,25,0
55, 7th-8th,4, Husband, White, Male,0,50,0
25, 10th,6, Wife, White, Female,0,40,0
23, Some-college,10, Own-child, White, Male,0,15,0
37, HS-grad,9, Husband, White, Male,0,30,0
62, Some-college,10, Unmarried, White, Female,0,33,0
18, 11th,7, Own-child, White, Male,0,12,0
55, HS-grad,9, Not-in-family, White, Female,0,20,0
36, Some-college,10, Not-in-family, White, Male,0,40,0
27, Some-college,10, Own-child, White, Male,0,40,0
24, 11th,7, Not-in-family, White, Male,0,40,0
40, Prof-school,15, Husband, White, Male,15024,55,1
33, 7th-8th,4, Own-child, White, Male,0,40,0
47, HS-grad,9, Husband, White, Male,0,35,0
20, HS-grad,9, Own-child, White, Male,0,40,0
51, Some-college,10, Husband, White, Male,0,75,0
47, HS-grad,9, Not-in-family, White, Female,0,40,0
41, Bachelors,13, Wife, White, Female,0,12,1
38, Bachelors,13, Husband, White, Male,0,50,1
34, Assoc-voc,11, Own-child, White, Female,0,40,0
52, Bachelors,13, Husband, White, Male,0,50,1
37, Doctorate,16, Not-in-family, White, Female,0,60,1
22, HS-grad,9, Own-child, White, Male,0,40,0
19, Some-college,10, Own-child, Black, Male,0,30,0
31, HS-grad,9, Own-child, White, Male,0,40,0
24, HS-grad,9, Wife, White, Female,0,25,0
20, HS-grad,9, Own-child, White, Female,0,5,0
42, Prof-school,15, Husband, White, Male,7298,35,1
45, Bachelors,13, Not-in-family, White, Male,0,40,0
26, HS-grad,9, Wife, White, Female,0,40,1
26, Bachelors,13, Other-relative, White, Male,0,40,0
31, Some-college,10, Not-in-family, White, Female,0,45,0
50, HS-grad,9, Husband, White, Male,7298,40,1
54, HS-grad,9, Wife, White, Female,0,35,0
47, 10th,6, Husband, White, Male,0,40,0
28, Some-college,10, Unmarried, White, Female,0,35,0
68, 12th,8, Not-in-family, White, Female,0,30,0
48, Doctorate,16, Husband, White, Male,0,50,1
32, Masters,14, Not-in-family, Black, Female,0,40,0
38, Bachelors,13, Husband, White, Male,0,55,1
46, Bachelors,13, Husband, White, Male,0,55,0
30, HS-grad,9, Husband, White, Male,0,48,1
90, Assoc-acdm,12, Husband, Asian-Pac-Islander, Male,0,20,0
57, Masters,14, Husband, Black, Male,0,40,1
35, Some-college,10, Not-in-family, White, Female,0,35,0
42, HS-grad,9, Not-in-family, White, Male,0,40,1
54, HS-grad,9, Husband, White, Male,0,40,1
42, HS-grad,9, Unmarried, Amer-Indian-Eskimo, Female,0,40,0
41, Some-college,10, Not-in-family, White, Female,0,40,0
47, Bachelors,13, Husband, White, Male,0,60,1
18, 11th,7, Own-child, White, Female,0,4,0
63, Prof-school,15, Husband, White, Male,0,30,1
21, Some-college,10, Not-in-family, White, Female,0,40,0
46, Bachelors,13, Unmarried, White, Female,0,40,0
72, HS-grad,9, Husband, White, Male,0,20,0
34, Masters,14, Husband, White, Male,0,40,1
47, Masters,14, Unmarried, White, Female,0,50,1
59, HS-grad,9, Not-in-family, White, Male,0,60,0
59, HS-grad,9, Other-relative, Black, Female,0,40,0
46, HS-grad,9, Husband, White, Male,0,40,1
62, Bachelors,13, Husband, White, Male,0,50,1
23, Bachelors,13, Not-in-family, White, Female,0,40,0
47, HS-grad,9, Not-in-family, Amer-Indian-Eskimo, Female,3325,45,0
46, Some-college,10, Husband, White, Male,0,40,0
50, Some-college,10, Husband, White, Male,0,52,1
43, HS-grad,9, Wife, White, Female,0,50,1
52, Some-college,10, Not-in-family, Black, Male,0,35,0
26, HS-grad,9, Not-in-family, White, Female,0,40,0
30, HS-grad,9, Other-relative, White, Male,0,40,0
42, HS-grad,9, Unmarried, Black, Female,0,40,0
17, 11th,7, Own-child, White, Female,0,13,0
29, Some-college,10, Not-in-family, Other, Male,0,40,0
40, Some-college,10, Not-in-family, White, Male,0,40,0
21, Some-college,10, Own-child, White, Female,0,40,0
40, HS-grad,9, Wife, White, Female,0,40,1
68, Some-college,10, Husband, White, Male,0,40,0
40, Some-college,10, Not-in-family, White, Female,0,48,0
23, HS-grad,9, Own-child, White, Male,0,40,0
52, HS-grad,9, Not-in-family, White, Female,0,50,0
63, HS-grad,9, Not-in-family, White, Male,2174,40,0
51, Bachelors,13, Husband, White, Male,0,25,0
19, HS-grad,9, Not-in-family, White, Female,0,40,0
42, Prof-school,15, Unmarried, White, Male,0,60,1
26, Some-college,10, Unmarried, White, Female,0,38,0
50, HS-grad,9, Husband, White, Male,0,65,1
41, Some-college,10, Husband, Amer-Indian-Eskimo, Male,7298,50,1
27, Bachelors,13, Not-in-family, White, Female,0,40,0
45, Bachelors,13, Husband, Asian-Pac-Islander, Male,7298,40,1
45, Assoc-voc,11, Not-in-family, White, Male,2174,50,0
21, Some-college,10, Own-child, White, Male,0,35,0
54, HS-grad,9, Not-in-family, White, Female,0,43,0
27, Bachelors,13, Not-in-family, White, Male,0,52,0
57, Bachelors,13, Husband, White, Male,0,40,0
22, Some-college,10, Not-in-family, White, Male,0,35,0
23, Assoc-acdm,12, Unmarried, White, Female,0,32,0
50, 11th,7, Husband, White, Male,0,40,0
69, HS-grad,9, Not-in-family, White, Female,991,18,0
59, HS-grad,9, Wife, White, Female,7688,40,1
23, Some-college,10, Other-relative, Black, Male,0,22,0
36, Bachelors,13, Not-in-family, White, Male,14084,40,1
62, Bachelors,13, Husband, White, Male,0,40,1
45, Bachelors,13, Not-in-family, White, Male,0,30,0
27, Bachelors,13, Husband, White, Male,7298,55,1
30, HS-grad,9, Husband, White, Male,0,40,0
35, Bachelors,13, Husband, White, Male,0,50,0
58, HS-grad,9, Husband, White, Male,0,40,1
24, HS-grad,9, Not-in-family, White, Male,0,50,0
45, Assoc-acdm,12, Unmarried, White, Female,0,48,0
46, Masters,14, Wife, White, Female,0,22,1
28, Some-college,10, Not-in-family, White, Male,0,40,0
20, HS-grad,9, Own-child, White, Male,0,80,0
54, 7th-8th,4, Husband, White, Male,0,40,0
25, Bachelors,13, Not-in-family, White, Male,0,40,0
55, Assoc-voc,11, Husband, White, Male,0,45,0
60, Bachelors,13, Husband, White, Male,7298,40,1
46, Masters,14, Not-in-family, White, Female,0,60,0
21, Some-college,10, Own-child, White, Female,0,40,0
51, HS-grad,9, Husband, White, Male,0,30,0
28, HS-grad,9, Wife, White, Female,0,40,0
46, HS-grad,9, Not-in-family, White, Female,0,40,0
62, HS-grad,9, Not-in-family, Black, Male,0,40,0
43, Some-college,10, Husband, White, Male,0,49,1
28, Assoc-acdm,12, Husband, White, Male,0,60,0
27, Some-college,10, Not-in-family, Black, Male,0,40,0
35, Assoc-acdm,12, Not-in-family, White, Female,0,40,0
30, Assoc-voc,11, Husband, White, Male,0,50,1
24, HS-grad,9, Not-in-family, White, Male,0,40,0
56, Some-college,10, Unmarried, White, Female,0,38,0
25, Some-college,10, Not-in-family, Asian-Pac-Islander, Female,0,34,0
38, Assoc-acdm,12, Unmarried, White, Female,0,40,0
34, Some-college,10, Husband, Black, Male,0,50,0
40, Assoc-voc,11, Unmarried, White, Male,0,40,0
44, HS-grad,9, Husband, White, Male,0,40,0
25, Bachelors,13, Own-child, White, Female,0,16,0
32, Masters,14, Husband, White, Male,0,55,1
17, 9th,5, Own-child, Black, Female,0,40,0
54, Masters,14, Not-in-family, White, Female,0,40,0
66, Bachelors,13, Husband, Asian-Pac-Islander, Male,0,30,0
36, HS-grad,9, Own-child, White, Male,0,40,0
31, Some-college,10, Not-in-family, White, Female,0,43,0
23, HS-grad,9, Own-child, Amer-Indian-Eskimo, Male,0,40,0
33, Some-college,10, Wife, White, Female,4064,40,0
37, Bachelors,13, Husband, White, Male,0,50,1
30, 7th-8th,4, Not-in-family, White, Male,0,50,0
81, Bachelors,13, Not-in-family, White, Male,0,5,0
22, Some-college,10, Husband, White, Male,0,40,0
29, HS-grad,9, Husband, White, Male,0,30,1
28, HS-grad,9, Not-in-family, White, Male,0,40,0
62, HS-grad,9, Other-relative, White, Male,0,40,0
27, 11th,7, Husband, White, Male,3942,40,0
31, Bachelors,13, Husband, White, Male,0,40,1
33, Some-college,10, Not-in-family, Black, Male,0,35,0
26, Assoc-voc,11, Other-relative, Black, Male,0,65,0
20, Some-college,10, Own-child, White, Female,0,20,0
24, HS-grad,9, Husband, White, Male,0,48,0
30, Some-college,10, Own-child, White, Female,0,20,0
22, HS-grad,9, Own-child, Black, Male,0,40,0
64, Prof-school,15, Husband, White, Male,15024,45,1
18, 12th,8, Own-child, White, Male,0,20,0
32, 10th,6, Husband, White, Male,0,40,0
41, HS-grad,9, Husband, White, Male,0,40,0
30, 11th,7, Unmarried, White, Male,0,40,0
34, Bachelors,13, Not-in-family, White, Male,0,38,0
21, Assoc-voc,11, Not-in-family, White, Male,0,40,0
53, Masters,14, Not-in-family, White, Female,0,40,0
45, HS-grad,9, Not-in-family, White, Female,0,40,0
31, Some-college,10, Husband, White, Male,0,40,0
70, HS-grad,9, Husband, White, Male,0,30,0
46, HS-grad,9, Husband, White, Male,0,40,0
41, Masters,14, Husband, White, Male,0,50,1
17, 10th,6, Own-child, White, Male,0,12,0
42, Some-college,10, Husband, White, Male,0,38,0
24, HS-grad,9, Not-in-family, White, Male,0,38,0
44, HS-grad,9, Not-in-family, Other, Male,0,32,0
50, HS-grad,9, Husband, White, Male,0,40,0
19, HS-grad,9, Other-relative, White, Male,0,35,0
36, Assoc-voc,11, Not-in-family, White, Male,0,40,1
33, Bachelors,13, Husband, White, Male,0,40,1
32, Some-college,10, Husband, White, Male,0,60,1
54, HS-grad,9, Husband, White, Male,0,45,0
54, 9th,5, Husband, White, Male,0,40,0
27, HS-grad,9, Husband, White, Male,0,60,0
29, Some-college,10, Own-child, White, Male,0,40,0
29, HS-grad,9, Husband, White, Male,0,55,0
36, Bachelors,13, Not-in-family, White, Male,0,70,0
54, Masters,14, Husband, White, Male,0,55,1
39, Bachelors,13, Not-in-family, White, Female,0,63,0
36, Some-college,10, Husband, White, Male,0,60,1
45, HS-grad,9, Husband, White, Male,0,40,0
67, 9th,5, Not-in-family, White, Female,2050,40,0
28, Assoc-voc,11, Not-in-family, White, Male,0,60,0
45, Some-college,10, Not-in-family, White, Male,27828,56,1
32, Bachelors,13, Husband, White, Male,0,40,0
26, Prof-school,15, Husband, White, Male,99999,60,1
43, Some-college,10, Unmarried, Black, Female,0,40,0
27, HS-grad,9, Wife, White, Female,0,50,0
26, Some-college,10, Husband, White, Male,0,40,0
43, Some-college,10, Unmarried, White, Female,0,38,0
45, HS-grad,9, Unmarried, White, Female,0,40,0
41, 9th,5, Husband, White, Male,0,35,0
25, Some-college,10, Own-child, White, Female,0,40,0
33, Assoc-voc,11, Not-in-family, White, Male,0,40,0
25, Some-college,10, Unmarried, Black, Female,0,40,0
21, Some-college,10, Own-child, White, Female,0,30,0
68, Bachelors,13, Husband, White, Male,0,35,1
73, Bachelors,13, Husband, White, Male,0,30,0
26, HS-grad,9, Unmarried, Black, Female,0,40,0
40, HS-grad,9, Wife, White, Female,0,35,1
46, Masters,14, Not-in-family, White, Female,8614,55,1
33, 11th,7, Not-in-family, White, Male,0,65,0
41, Bachelors,13, Husband, White, Male,0,45,1
61, HS-grad,9, Husband, White, Male,0,40,0
20, Some-college,10, Not-in-family, White, Female,0,40,0
59, HS-grad,9, Husband, White, Male,0,48,0
42, Masters,14, Unmarried, White, Female,0,40,0
31, HS-grad,9, Unmarried, White, Female,0,99,1
57, Assoc-acdm,12, Husband, White, Male,0,40,0
21, 10th,6, Unmarried, Black, Female,0,40,0
47, Masters,14, Wife, White, Female,0,2,1
42, Bachelors,13, Husband, White, Male,15024,50,1
48, Some-college,10, Not-in-family, White, Female,0,48,0
59, 11th,7, Husband, White, Male,0,40,0
35, Some-college,10, Husband, White, Male,0,50,1
47, Some-college,10, Husband, White, Male,0,40,0
29, HS-grad,9, Other-relative, White, Female,0,40,0
39, Assoc-acdm,12, Husband, White, Male,7688,60,1
39, HS-grad,9, Unmarried, White, Female,0,40,0
51, HS-grad,9, Husband, White, Male,0,40,0
30, Some-college,10, Not-in-family, White, Female,0,48,0
21, 9th,5, Own-child, White, Male,0,40,0
33, Some-college,10, Husband, White, Male,0,52,0
19, HS-grad,9, Own-child, White, Male,0,40,0
26, Bachelors,13, Unmarried, Black, Female,0,35,0
59, 11th,7, Husband, White, Male,0,40,0
40, Assoc-voc,11, Husband, White, Male,0,40,0
39, Some-college,10, Unmarried, White, Male,0,40,0
24, Bachelors,13, Not-in-family, White, Male,0,40,0
21, Assoc-voc,11, Own-child, White, Female,2174,60,0
39, HS-grad,9, Own-child, Amer-Indian-Eskimo, Male,4650,48,0
33, 10th,6, Husband, White, Male,0,40,0
56, HS-grad,9, Wife, White, Female,0,50,0
48, Some-college,10, Husband, White, Male,5013,45,0
27, Some-college,10, Unmarried, Black, Male,0,40,0
36, HS-grad,9, Husband, White, Male,0,50,1
45, Assoc-voc,11, Unmarried, White, Female,0,55,1
45, Bachelors,13, Husband, White, Male,0,40,1
39, Bachelors,13, Husband, White, Male,0,55,1
57, Bachelors,13, Husband, White, Male,15024,60,1
48, 10th,6, Own-child, White, Female,0,48,0
56, HS-grad,9, Husband, White, Male,0,48,0
32, Bachelors,13, Husband, White, Male,0,60,1
18, 10th,6, Own-child, White, Male,0,40,0
36, HS-grad,9, Not-in-family, White, Female,0,30,0
44, HS-grad,9, Husband, White, Male,0,40,1
62, HS-grad,9, Unmarried, White, Female,0,6,0
66, HS-grad,9, Not-in-family, Other, Female,0,35,0
41, Bachelors,13, Unmarried, White, Female,0,45,0
35, Some-college,10, Not-in-family, White, Male,0,40,0
42, Some-college,10, Unmarried, Black, Female,0,21,0
33, Masters,14, Husband, Asian-Pac-Islander, Male,0,50,1
39, HS-grad,9, Own-child, White, Female,0,40,1
67, Masters,14, Husband, White, Male,0,48,1
67, Some-college,10, Not-in-family, White, Male,7978,35,0
36, HS-grad,9, Husband, White, Male,0,40,0
29, HS-grad,9, Unmarried, White, Female,0,40,0
37, Bachelors,13, Not-in-family, White, Male,0,45,0
48, Bachelors,13, Not-in-family, White, Male,0,60,1
33, 11th,7, Own-child, Black, Male,0,40,0
33, Bachelors,13, Husband, White, Male,0,60,1
56, 10th,6, Not-in-family, White, Male,0,56,0
36, HS-grad,9, Own-child, Black, Female,0,40,0
37, Assoc-voc,11, Husband, White, Male,0,40,1
90, HS-grad,9, Not-in-family, Black, Male,0,40,0
42, HS-grad,9, Husband, White, Male,0,8,0
67, 7th-8th,4, Husband, White, Male,0,40,0
33, Masters,14, Husband, White, Male,0,37,1
21, HS-grad,9, Own-child, White, Male,0,40,0
27, Bachelors,13, Not-in-family, White, Female,0,40,0
21, HS-grad,9, Not-in-family, White, Female,0,25,0
18, Some-college,10, Own-child, White, Male,0,40,0
58, Masters,14, Not-in-family, White, Male,0,20,0
17, Some-college,10, Own-child, White, Male,0,20,0
78, 7th-8th,4, Husband, White, Male,0,20,0
33, HS-grad,9, Own-child, White, Male,0,48,0
34, Some-college,10, Not-in-family, White, Male,0,75,0
42, HS-grad,9, Husband, Amer-Indian-Eskimo, Male,0,60,0
48, Masters,14, Unmarried, White, Female,0,40,1
34, Some-college,10, Husband, White, Male,0,40,0
38, HS-grad,9, Not-in-family, White, Male,594,50,0
37, HS-grad,9, Not-in-family, Asian-Pac-Islander, Female,0,70,1
19, HS-grad,9, Not-in-family, Black, Female,0,40,0
17, 11th,7, Own-child, White, Female,0,20,0
27, 11th,7, Unmarried, White, Female,0,35,0
36, Masters,14, Husband, White, Male,0,40,1
38, Bachelors,13, Husband, White, Male,0,40,1
48, Some-college,10, Not-in-family, Black, Female,0,40,0
25, Assoc-acdm,12, Own-child, White, Male,0,40,0
49, Some-college,10, Wife, White, Female,0,40,1
40, Assoc-acdm,12, Husband, White, Male,0,42,1
22, Some-college,10, Not-in-family, White, Female,0,35,0
35, Masters,14, Husband, White, Male,0,40,1
43, Bachelors,13, Not-in-family, White, Male,0,50,0
21, Some-college,10, Not-in-family, White, Male,0,70,0
46, 11th,7, Unmarried, Amer-Indian-Eskimo, Male,0,40,1
34, Some-college,10, Not-in-family, White, Male,0,48,0
37, 1st-4th,2, Husband, White, Male,0,40,0
17, 10th,6, Own-child, White, Male,0,8,0
57, Some-college,10, Husband, White, Male,0,40,1
46, HS-grad,9, Wife, White, Female,0,28,1
39, Masters,14, Husband, White, Male,0,40,1
30, Bachelors,13, Not-in-family, White, Female,0,60,1
23, Bachelors,13, Not-in-family, White, Male,0,40,0
56, 7th-8th,4, Unmarried, White, Female,0,40,0
21, HS-grad,9, Own-child, White, Male,0,40,0
40, HS-grad,9, Husband, Amer-Indian-Eskimo, Male,0,50,0
61, Bachelors,13, Husband, White, Male,0,40,1
44, HS-grad,9, Husband, White, Male,0,40,0
30, Bachelors,13, Not-in-family, White, Female,0,40,1
31, HS-grad,9, Husband, White, Male,7298,40,1
63, Bachelors,13, Husband, White, Male,0,40,1
34, 9th,5, Unmarried, Black, Male,0,40,0
54, Masters,14, Husband, White, Male,0,40,1
61, HS-grad,9, Husband, White, Male,0,40,0
28, Some-college,10, Wife, White, Female,0,40,1
42, Doctorate,16, Unmarried, Amer-Indian-Eskimo, Female,0,40,0
30, Masters,14, Husband, White, Male,0,45,1
18, 10th,6, Own-child, White, Male,0,10,0
58, Bachelors,13, Not-in-family, White, Male,0,50,0
25, 9th,5, Husband, White, Male,0,40,0
53, Bachelors,13, Husband, White, Male,0,44,1
46, HS-grad,9, Not-in-family, White, Female,0,40,0
56, Some-college,10, Not-in-family, White, Female,0,20,0
26, Bachelors,13, Not-in-family, White, Female,0,40,0
41, Masters,14, Not-in-family, White, Female,0,40,0
55, Masters,14, Not-in-family, White, Female,0,40,0
55, 9th,5, Husband, White, Male,0,40,0
31, Some-college,10, Other-relative, Black, Male,0,40,0
29, HS-grad,9, Not-in-family, White, Female,0,38,0
35, Some-college,10, Husband, White, Male,0,40,0
20, HS-grad,9, Not-in-family, White, Male,0,40,0
24, HS-grad,9, Own-child, White, Male,0,45,0
47, Some-college,10, Wife, White, Female,0,40,0
33, HS-grad,9, Not-in-family, White, Male,0,50,0
58, HS-grad,9, Husband, White, Male,0,40,0
31, Bachelors,13, Not-in-family, White, Male,0,40,0
65, 7th-8th,4, Husband, White, Male,0,40,0
44, Bachelors,13, Husband, White, Male,0,56,1
25, Bachelors,13, Own-child, White, Male,0,40,0
25, HS-grad,9, Not-in-family, Black, Female,0,40,0
37, HS-grad,9, Unmarried, Black, Female,0,40,0
25, HS-grad,9, Not-in-family, White, Female,0,48,0
26, Some-college,10, Unmarried, White, Female,0,40,0
32, HS-grad,9, Wife, White, Female,0,2,1
34, Bachelors,13, Husband, White, Male,0,40,1
33, Some-college,10, Husband, White, Male,0,40,0
38, Bachelors,13, Husband, Asian-Pac-Islander, Male,0,65,1
41, Masters,14, Husband, Asian-Pac-Islander, Male,0,55,1
22, HS-grad,9, Own-child, White, Female,0,20,0
25, HS-grad,9, Not-in-family, White, Male,3325,45,0
37, Prof-school,15, Husband, White, Male,0,60,1
72, Some-college,10, Husband, White, Male,3471,20,0
47, 11th,7, Unmarried, White, Female,0,40,0
28, Assoc-acdm,12, Own-child, White, Male,0,20,0
47, HS-grad,9, Husband, White, Male,0,45,1
20, HS-grad,9, Own-child, White, Male,0,35,0
73, HS-grad,9, Not-in-family, White, Female,0,15,0
25, Bachelors,13, Own-child, White, Female,0,20,0
54, 12th,8, Husband, White, Male,0,40,0
34, Some-college,10, Not-in-family, White, Male,0,40,0
43, Bachelors,13, Husband, White, Male,0,35,1
59, Masters,14, Husband, White, Male,0,60,0
59, Masters,14, Not-in-family, White, Female,0,40,1
48, Prof-school,15, Husband, White, Male,0,45,1
51, Bachelors,13, Wife, White, Female,0,40,1
22, Some-college,10, Own-child, White, Female,0,24,0
43, HS-grad,9, Unmarried, White, Female,0,40,1
51, HS-grad,9, Husband, White, Male,0,40,1
21, Some-college,10, Own-child, Black, Female,0,40,0
22, Some-college,10, Other-relative, White, Male,0,38,0
40, Assoc-voc,11, Unmarried, White, Female,0,40,0
52, HS-grad,9, Husband, White, Male,0,40,0
26, 7th-8th,4, Not-in-family, White, Male,0,40,0
46, Some-college,10, Wife, White, Female,0,40,1
53, HS-grad,9, Husband, Black, Male,3103,72,0
36, 10th,6, Husband, White, Male,0,60,0
34, Bachelors,13, Husband, White, Male,0,45,1
28, Bachelors,13, Not-in-family, White, Male,0,45,0
36, Some-college,10, Unmarried, White, Female,0,35,0
17, 11th,7, Own-child, Amer-Indian-Eskimo, Female,0,20,0
68, Some-college,10, Other-relative, White, Female,0,30,0
31, HS-grad,9, Wife, White, Female,0,27,0
44, HS-grad,9, Not-in-family, White, Male,0,40,0
70, Some-college,10, Not-in-family, White, Male,0,5,0
46, Prof-school,15, Husband, White, Male,99999,60,1
40, HS-grad,9, Not-in-family, White, Female,0,40,0
28, HS-grad,9, Wife, White, Female,3103,20,0
37, Bachelors,13, Husband, Asian-Pac-Islander, Male,0,40,0
61, Some-college,10, Not-in-family, White, Male,0,50,1
42, 11th,7, Unmarried, White, Male,1506,50,0
41, Some-college,10, Wife, White, Female,0,25,0
27, HS-grad,9, Husband, White, Male,0,40,0
36, Some-college,10, Husband, White, Male,0,20,1
26, HS-grad,9, Own-child, Black, Female,0,40,0
47, Masters,14, Husband, White, Male,0,60,1
25, HS-grad,9, Own-child, White, Female,0,40,0
35, HS-grad,9, Husband, White, Male,0,40,0
56, Bachelors,13, Not-in-family, Black, Male,0,65,0
58, 7th-8th,4, Husband, White, Male,0,40,0
41, Some-college,10, Not-in-family, White, Male,4650,40,0
47, HS-grad,9, Husband, White, Male,0,45,0
54, Bachelors,13, Husband, White, Male,0,50,1
18, HS-grad,9, Own-child, White, Female,0,25,0
29, Bachelors,13, Not-in-family, White, Female,8614,40,1
42, Masters,14, Not-in-family, White, Female,4650,40,0
27, 12th,8, Not-in-family, White, Male,0,45,0
21, Some-college,10, Not-in-family, White, Male,0,40,0
33, Assoc-voc,11, Not-in-family, White, Female,0,40,0
32, 5th-6th,3, Other-relative, White, Male,0,60,0
18, Some-college,10, Own-child, White, Female,0,40,0
30, Assoc-voc,11, Husband, White, Male,0,40,0
20, Some-college,10, Not-in-family, White, Male,0,40,0
41, Masters,14, Husband, White, Male,0,38,1
63, HS-grad,9, Husband, White, Male,0,48,0
30, Some-college,10, Own-child, White, Male,0,48,0
45, HS-grad,9, Wife, White, Female,0,35,0
18, 12th,8, Own-child, White, Male,0,20,0
38, Some-college,10, Husband, White, Male,7298,40,1
28, Bachelors,13, Own-child, Black, Female,0,40,0
39, HS-grad,9, Unmarried, Black, Female,0,16,0
22, Some-college,10, Own-child, White, Female,0,20,0
50, Some-college,10, Not-in-family, White, Female,0,40,0
46, Prof-school,15, Husband, White, Male,99999,50,1
57, 1st-4th,2, Husband, Other, Male,0,40,0
37, Some-college,10, Husband, White, Male,0,50,0
19, Some-college,10, Not-in-family, White, Female,0,35,0
39, Bachelors,13, Husband, White, Male,0,40,0
